Date,Ticker,Company Name,Region,Sector,Price,Shares,Market Value,Allocation (%)
2025-05-23,SO,The Southern Company,Asia,Real Estate,91.01,3076,279946.76,0.23
2025-05-24,AAPL,Apple Inc.,Asia,Technology,189.5,960,181920.0,0.15
2025-05-24,MSFT,Microsoft Corporation,Emerging Markets,Consumer Discretionary,95.41,5291,504814.31,0.41
2025-05-24,AMZN,"Amazon.com, Inc.",North America,Financials,300.05,5834,1750491.7,1.44
2025-05-24,GOOGL,Alphabet Inc.,Asia,Consumer Staples,224.62,4526,1016630.12,0.83
2025-05-24,META,"Meta Platforms, Inc.",North America,Materials,234.54,8422,1975295.88,1.62
2025-05-24,TSLA,"Tesla, Inc.",North America,Financials,15.03,869,13061.07,0.01
2025-05-24,NVDA,NVIDIA Corporation,North America,Consumer Staples,359.75,7049,2535877.75,2.08
2025-05-24,JPM,JPMorgan Chase & Co.,Asia,Consumer Staples,5.3,5151,27300.3,0.02
2025-05-24,BAC,Bank of America Corporation,North America,Consumer Staples,97.15,4655,452233.25,0.37
2025-05-24,WMT,Walmart Inc.,Europe,Utilities,305.32,6496,1983358.72,1.63
2025-05-24,PG,The Procter & Gamble Company,Asia,Technology,220.26,8766,1930799.16,1.58
2025-05-24,XOM,Exxon Mobil Corporation,Emerging Markets,Health Care,309.33,7949,2458864.17,2.02
2025-05-24,CVX,Chevron Corporation,Asia,Energy,28.47,2847,81054.09,0.07
2025-05-24,T,AT&T Inc.,North America,Consumer Discretionary,185.96,289,53742.44,0.04
2025-05-24,VZ,Verizon Communications Inc.,Others,Energy,49.38,3105,153324.9,0.13
2025-05-24,KO,The Coca-Cola Company,North America,Materials,102.22,7834,800791.48,0.66
2025-05-24,PFE,Pfizer Inc.,North America,Energy,478.01,1628,778200.28,0.64
2025-05-24,MRK,"Merck & Co., Inc.",Asia,Technology,28.04,3990,111879.6,0.09
2025-05-24,JNJ,Johnson & Johnson,Emerging Markets,Consumer Staples,344.4,5493,1891789.2,1.55
2025-05-24,UNH,UnitedHealth Group Incorporated,North America,Materials,476.94,8533,4069729.02,3.34
2025-05-24,HD,"The Home Depot, Inc.",North America,Industrials,192.79,7613,1467710.27,1.2
2025-05-24,DIS,The Walt Disney Company,Emerging Markets,Real Estate,53.9,9655,520404.5,0.43
2025-05-24,NFLX,"Netflix, Inc.",Others,Energy,123.44,7199,888644.56,0.73
2025-05-24,ORCL,Oracle Corporation,Asia,Financials,64.82,875,56717.5,0.05
2025-05-24,INTC,Intel Corporation,North America,Consumer Discretionary,21.86,3252,71088.72,0.06
2025-05-24,CSCO,"Cisco Systems, Inc.",Emerging Markets,Financials,133.2,4043,538527.6,0.44
2025-05-24,ADBE,Adobe Inc.,Others,Financials,373.27,1121,418435.67,0.34
2025-05-24,CRM,"Salesforce, Inc.",Europe,Utilities,262.33,3943,1034367.19,0.85
2025-05-24,PYPL,"PayPal Holdings, Inc.",Asia,Energy,96.91,6973,675753.43,0.55
2025-05-24,NKE,"NIKE, Inc.",North America,Energy,230.15,4397,1011969.55,0.83
2025-05-24,MCD,McDonald's Corporation,North America,Industrials,448.73,7729,3468234.17,2.84
2025-05-24,COST,Costco Wholesale Corporation,Emerging Markets,Financials,100.64,1116,112314.24,0.09
2025-05-24,SBUX,Starbucks Corporation,Asia,Health Care,481.5,7992,3848148.0,3.15
2025-05-24,BA,The Boeing Company,Asia,Consumer Discretionary,195.31,8629,1685329.99,1.38
2025-05-24,CAT,Caterpillar Inc.,North America,Materials,269.11,4987,1342051.57,1.1
2025-05-24,MMM,3M Company,North America,Consumer Staples,179.12,4959,888256.08,0.73
2025-05-24,GE,General Electric Company,North America,Energy,299.64,8784,2632037.76,2.16
2025-05-24,GM,General Motors Company,Emerging Markets,Technology,74.34,2162,160723.08,0.13
2025-05-24,F,Ford Motor Company,North America,Technology,87.79,8106,711625.74,0.58
2025-05-24,SAP,SAP SE,Emerging Markets,Materials,219.42,2127,466706.34,0.38
2025-05-24,ASML,ASML Holding N.V.,North America,Consumer Discretionary,149.42,5358,800592.36,0.66
2025-05-24,RY,Royal Bank of Canada,Others,Real Estate,104.55,491,51334.05,0.04
2025-05-24,HSBC,HSBC Holdings plc,Others,Energy,364.42,5992,2183604.64,1.79
2025-05-24,BP,BP p.l.c.,North America,Utilities,455.87,6284,2864687.08,2.35
2025-05-24,RDSA,Royal Dutch Shell plc,Europe,Utilities,461.12,8492,3915831.04,3.21
2025-05-24,GSK,GlaxoSmithKline plc,North America,Health Care,314.27,3204,1006921.08,0.83
2025-05-24,UL,Unilever PLC,North America,Consumer Staples,37.12,2554,94804.48,0.08
2025-05-24,NVS,Novartis AG,Asia,Real Estate,330.92,9096,3010048.32,2.47
2025-05-24,RHHBY,Roche Holding AG,Europe,Real Estate,376.4,8254,3106805.6,2.55
2025-05-24,NTT,Nippon Telegraph and Telephone Corporation,Europe,Consumer Discretionary,287.32,8210,2358897.2,1.93
2025-05-24,TCEHY,Tencent Holdings Limited,Others,Health Care,358.0,3940,1410520.0,1.16
2025-05-24,BABA,Alibaba Group Holding Limited,Asia,Financials,361.18,602,217430.36,0.18
2025-05-24,SONY,Sony Group Corporation,Emerging Markets,Financials,383.86,9162,3516925.32,2.88
2025-05-24,TM,Toyota Motor Corporation,North America,Health Care,25.04,306,7662.24,0.01
2025-05-24,SFTBY,SoftBank Group Corp.,Emerging Markets,Materials,216.23,7821,1691134.83,1.39
2025-05-24,RELIANCE,Reliance Industries Limited,Asia,Materials,223.61,7958,1779488.38,1.46
2025-05-24,TCS,Tata Consultancy Services Limited,Europe,Utilities,20.5,2890,59245.0,0.05
2025-05-24,INFY,Infosys Limited,Asia,Consumer Staples,243.71,5216,1271191.36,1.04
2025-05-24,HDFCBANK,HDFC Bank Limited,Others,Technology,257.06,1857,477360.42,0.39
2025-05-24,ICICIBANK,ICICI Bank Limited,Asia,Financials,73.78,6474,477651.72,0.39
2025-05-24,KOTAKBANK,Kotak Mahindra Bank Limited,Asia,Consumer Staples,210.27,3342,702722.34,0.58
2025-05-24,HINDUNILVR,Hindustan Unilever Limited,Emerging Markets,Energy,103.81,6768,702586.08,0.58
2025-05-24,BHARTIARTL,Bharti Airtel Limited,North America,Materials,43.26,3257,140897.82,0.12
2025-05-24,LT,Larsen & Toubro Limited,North America,Technology,440.94,9889,4360455.66,3.57
2025-05-24,SBIN,State Bank of India,Others,Industrials,314.04,2793,877113.72,0.72
2025-05-24,MIZHY,"Mizuho Financial Group, Inc.",Others,Health Care,227.03,3727,846140.81,0.69
2025-05-24,MUFG,"Mitsubishi UFJ Financial Group, Inc.",Asia,Financials,213.3,5550,1183815.0,0.97
2025-05-24,CVS,CVS Health Corporation,Others,Industrials,167.14,5692,951360.88,0.78
2025-05-24,ANTM,"Anthem, Inc.",Emerging Markets,Consumer Staples,162.69,7492,1218873.48,1.0
2025-05-24,CMCSA,Comcast Corporation,Asia,Health Care,142.11,1406,199806.66,0.16
2025-05-24,CSX,CSX Corporation,Europe,Health Care,217.37,5964,1296394.68,1.06
2025-05-24,SPG,"Simon Property Group, Inc.",Asia,Consumer Staples,157.82,9001,1420537.82,1.16
2025-05-24,PLD,"Prologis, Inc.",Others,Real Estate,258.9,4513,1168415.7,0.96
2025-05-24,AMGN,Amgen Inc.,Europe,Technology,114.62,763,87455.06,0.07
2025-05-24,TXN,Texas Instruments Incorporated,North America,Energy,466.75,1595,744466.25,0.61
2025-05-24,QCOM,Qualcomm Incorporated,Others,Industrials,350.86,5332,1870785.52,1.53
2025-05-24,GILD,"Gilead Sciences, Inc.",North America,Consumer Discretionary,37.02,6685,247478.7,0.2
2025-05-24,BMY,Bristol-Myers Squibb Company,Others,Financials,487.97,3681,1796217.57,1.47
2025-05-24,BIIB,Biogen Inc.,North America,Utilities,352.36,7654,2696963.44,2.21
2025-05-24,LLY,Eli Lilly and Company,Emerging Markets,Consumer Staples,154.44,3796,586254.24,0.48
2025-05-24,ABT,Abbott Laboratories,Emerging Markets,Health Care,503.22,798,401569.56,0.33
2025-05-24,MDT,Medtronic plc,Asia,Consumer Staples,308.35,4837,1491488.95,1.22
2025-05-24,EL,The Estée Lauder Companies Inc.,North America,Consumer Staples,209.01,954,199395.54,0.16
2025-05-24,GS,"The Goldman Sachs Group, Inc.",Others,Materials,140.79,7492,1054798.68,0.86
2025-05-24,MS,Morgan Stanley,Others,Consumer Staples,322.63,5349,1725747.87,1.41
2025-05-24,BBY,"Best Buy Co., Inc.",Emerging Markets,Consumer Discretionary,266.58,5891,1570422.78,1.29
2025-05-24,DELL,Dell Technologies Inc.,Emerging Markets,Materials,281.71,5031,1417283.01,1.16
2025-05-24,LRCX,Lam Research Corporation,Others,Energy,45.55,4318,196684.9,0.16
2025-05-24,AMAT,"Applied Materials, Inc.",Europe,Consumer Staples,124.03,4489,556770.67,0.46
2025-05-24,ADI,"Analog Devices, Inc.",Europe,Consumer Discretionary,188.83,3031,572343.73,0.47
2025-05-24,MU,"Micron Technology, Inc.",North America,Energy,490.01,7225,3540322.25,2.9
2025-05-24,SNPS,"Synopsys, Inc.",North America,Consumer Staples,269.25,6387,1719699.75,1.41
2025-05-24,NOW,"ServiceNow, Inc.",North America,Consumer Discretionary,419.55,9439,3960132.45,3.25
2025-05-24,D,"Dominion Energy, Inc.",North America,Technology,257.29,2611,671784.19,0.55
2025-05-24,AEP,"American Electric Power Company, Inc.",North America,Technology,25.19,759,19119.21,0.02
2025-05-24,XEL,Xcel Energy Inc.,Others,Financials,164.13,6646,1090807.98,0.89
2025-05-24,PEG,Public Service Enterprise Group Incorporated,Asia,Industrials,356.59,8438,3008906.42,2.47
2025-05-24,DUKE,Duke Energy Corporation,Asia,Consumer Discretionary,181.64,1834,333127.76,0.27
2025-05-24,SO,The Southern Company,Asia,Real Estate,88.77,3076,273056.52,0.22
2025-05-25,AAPL,Apple Inc.,Asia,Technology,192.06,960,184377.6,0.15
2025-05-25,MSFT,Microsoft Corporation,Emerging Markets,Consumer Discretionary,96.81,5291,512221.71,0.42
2025-05-25,AMZN,"Amazon.com, Inc.",North America,Financials,297.25,5834,1734156.5,1.42
2025-05-25,GOOGL,Alphabet Inc.,Asia,Consumer Staples,224.63,4526,1016675.38,0.83
2025-05-25,META,"Meta Platforms, Inc.",North America,Materials,230.01,8422,1937144.22,1.58
2025-05-25,TSLA,"Tesla, Inc.",North America,Financials,15.47,869,13443.43,0.01
2025-05-25,NVDA,NVIDIA Corporation,North America,Consumer Staples,366.39,7049,2582683.11,2.11
2025-05-25,JPM,JPMorgan Chase & Co.,Asia,Consumer Staples,5.45,5151,28072.95,0.02
2025-05-25,BAC,Bank of America Corporation,North America,Consumer Staples,95.91,4655,446461.05,0.37
2025-05-25,WMT,Walmart Inc.,Europe,Utilities,311.81,6496,2025517.76,1.66
2025-05-25,PG,The Procter & Gamble Company,Asia,Technology,218.79,8766,1917913.14,1.57
2025-05-25,XOM,Exxon Mobil Corporation,Emerging Markets,Health Care,312.05,7949,2480485.45,2.03
2025-05-25,CVX,Chevron Corporation,Asia,Energy,28.06,2847,79886.82,0.07
2025-05-25,T,AT&T Inc.,North America,Consumer Discretionary,185.08,289,53488.12,0.04
2025-05-25,VZ,Verizon Communications Inc.,Others,Energy,50.75,3105,157578.75,0.13
2025-05-25,KO,The Coca-Cola Company,North America,Materials,103.82,7834,813325.88,0.67
2025-05-25,PFE,Pfizer Inc.,North America,Energy,487.28,1628,793291.84,0.65
2025-05-25,MRK,"Merck & Co., Inc.",Asia,Technology,27.74,3990,110682.6,0.09
2025-05-25,JNJ,Johnson & Johnson,Emerging Markets,Consumer Staples,338.65,5493,1860204.45,1.52
2025-05-25,UNH,UnitedHealth Group Incorporated,North America,Materials,478.71,8533,4084832.43,3.34
2025-05-25,HD,"The Home Depot, Inc.",North America,Industrials,195.59,7613,1489026.67,1.22
2025-05-25,DIS,The Walt Disney Company,Emerging Markets,Real Estate,54.58,9655,526969.9,0.43
2025-05-25,NFLX,"Netflix, Inc.",Others,Energy,125.78,7199,905490.22,0.74
2025-05-25,ORCL,Oracle Corporation,Asia,Financials,65.58,875,57382.5,0.05
2025-05-25,INTC,Intel Corporation,North America,Consumer Discretionary,22.33,3252,72617.16,0.06
2025-05-25,CSCO,"Cisco Systems, Inc.",Emerging Markets,Financials,132.44,4043,535454.92,0.44
2025-05-25,ADBE,Adobe Inc.,Others,Financials,371.87,1121,416866.27,0.34
2025-05-25,CRM,"Salesforce, Inc.",Europe,Utilities,259.83,3943,1024509.69,0.84
2025-05-25,PYPL,"PayPal Holdings, Inc.",Asia,Energy,96.64,6973,673870.72,0.55
2025-05-25,NKE,"NIKE, Inc.",North America,Energy,227.12,4397,998646.64,0.82
2025-05-25,MCD,McDonald's Corporation,North America,Industrials,451.63,7729,3490648.27,2.85
2025-05-25,COST,Costco Wholesale Corporation,Emerging Markets,Financials,101.88,1116,113698.08,0.09
2025-05-25,SBUX,Starbucks Corporation,Asia,Health Care,484.38,7992,3871164.96,3.17
2025-05-25,BA,The Boeing Company,Asia,Consumer Discretionary,200.36,8629,1728906.44,1.41
2025-05-25,CAT,Caterpillar Inc.,North America,Materials,271.8,4987,1355466.6,1.11
2025-05-25,MMM,3M Company,North America,Consumer Staples,182.6,4959,905513.4,0.74
2025-05-25,GE,General Electric Company,North America,Energy,300.12,8784,2636254.08,2.16
2025-05-25,GM,General Motors Company,Emerging Markets,Technology,74.67,2162,161436.54,0.13
2025-05-25,F,Ford Motor Company,North America,Technology,85.74,8106,695008.44,0.57
2025-05-25,SAP,SAP SE,Emerging Markets,Materials,214.89,2127,457071.03,0.37
2025-05-25,ASML,ASML Holding N.V.,North America,Consumer Discretionary,150.63,5358,807075.54,0.66
2025-05-25,RY,Royal Bank of Canada,Others,Real Estate,103.67,491,50901.97,0.04
2025-05-25,HSBC,HSBC Holdings plc,Others,Energy,364.1,5992,2181687.2,1.78
2025-05-25,BP,BP p.l.c.,North America,Utilities,474.17,6284,2979684.28,2.44
2025-05-25,RDSA,Royal Dutch Shell plc,Europe,Utilities,452.1,8492,3839233.2,3.14
2025-05-25,GSK,GlaxoSmithKline plc,North America,Health Care,309.36,3204,991189.44,0.81
2025-05-25,UL,Unilever PLC,North America,Consumer Staples,37.06,2554,94651.24,0.08
2025-05-25,NVS,Novartis AG,Asia,Real Estate,333.71,9096,3035426.16,2.48
2025-05-25,RHHBY,Roche Holding AG,Europe,Real Estate,362.7,8254,2993725.8,2.45
2025-05-25,NTT,Nippon Telegraph and Telephone Corporation,Europe,Consumer Discretionary,289.33,8210,2375399.3,1.94
2025-05-25,TCEHY,Tencent Holdings Limited,Others,Health Care,361.59,3940,1424664.6,1.16
2025-05-25,BABA,Alibaba Group Holding Limited,Asia,Financials,360.11,602,216786.22,0.18
2025-05-25,SONY,Sony Group Corporation,Emerging Markets,Financials,387.47,9162,3550000.14,2.9
2025-05-25,TM,Toyota Motor Corporation,North America,Health Care,25.5,306,7803.0,0.01
2025-05-25,SFTBY,SoftBank Group Corp.,Emerging Markets,Materials,218.13,7821,1705994.73,1.4
2025-05-25,RELIANCE,Reliance Industries Limited,Asia,Materials,225.33,7958,1793176.14,1.47
2025-05-25,TCS,Tata Consultancy Services Limited,Europe,Utilities,20.73,2890,59909.7,0.05
2025-05-25,INFY,Infosys Limited,Asia,Consumer Staples,242.55,5216,1265140.8,1.03
2025-05-25,HDFCBANK,HDFC Bank Limited,Others,Technology,256.84,1857,476951.88,0.39
2025-05-25,ICICIBANK,ICICI Bank Limited,Asia,Financials,73.98,6474,478946.52,0.39
2025-05-25,KOTAKBANK,Kotak Mahindra Bank Limited,Asia,Consumer Staples,208.7,3342,697475.4,0.57
2025-05-25,HINDUNILVR,Hindustan Unilever Limited,Emerging Markets,Energy,106.29,6768,719370.72,0.59
2025-05-25,BHARTIARTL,Bharti Airtel Limited,North America,Materials,42.99,3257,140018.43,0.11
2025-05-25,LT,Larsen & Toubro Limited,North America,Technology,441.37,9889,4364707.93,3.57
2025-05-25,SBIN,State Bank of India,Others,Industrials,317.54,2793,886889.22,0.73
2025-05-25,MIZHY,"Mizuho Financial Group, Inc.",Others,Health Care,231.25,3727,861868.75,0.7
2025-05-25,MUFG,"Mitsubishi UFJ Financial Group, Inc.",Asia,Financials,208.53,5550,1157341.5,0.95
2025-05-25,CVS,CVS Health Corporation,Others,Industrials,169.86,5692,966843.12,0.79
2025-05-25,ANTM,"Anthem, Inc.",Emerging Markets,Consumer Staples,161.22,7492,1207860.24,0.99
2025-05-25,CMCSA,Comcast Corporation,Asia,Health Care,139.21,1406,195729.26,0.16
2025-05-25,CSX,CSX Corporation,Europe,Health Care,214.65,5964,1280172.6,1.05
2025-05-25,SPG,"Simon Property Group, Inc.",Asia,Consumer Staples,156.83,9001,1411626.83,1.15
2025-05-25,PLD,"Prologis, Inc.",Others,Real Estate,257.31,4513,1161240.03,0.95
2025-05-25,AMGN,Amgen Inc.,Europe,Technology,113.83,763,86852.29,0.07
2025-05-25,TXN,Texas Instruments Incorporated,North America,Energy,474.84,1595,757369.8,0.62
2025-05-25,QCOM,Qualcomm Incorporated,Others,Industrials,355.78,5332,1897018.96,1.55
2025-05-25,GILD,"Gilead Sciences, Inc.",North America,Consumer Discretionary,37.1,6685,248013.5,0.2
2025-05-25,BMY,Bristol-Myers Squibb Company,Others,Financials,478.22,3681,1760327.82,1.44
2025-05-25,BIIB,Biogen Inc.,North America,Utilities,357.33,7654,2735003.82,2.24
2025-05-25,LLY,Eli Lilly and Company,Emerging Markets,Consumer Staples,154.45,3796,586292.2,0.48
2025-05-25,ABT,Abbott Laboratories,Emerging Markets,Health Care,492.52,798,393030.96,0.32
2025-05-25,MDT,Medtronic plc,Asia,Consumer Staples,311.07,4837,1504645.59,1.23
2025-05-25,EL,The Estée Lauder Companies Inc.,North America,Consumer Staples,206.68,954,197172.72,0.16
2025-05-25,GS,"The Goldman Sachs Group, Inc.",Others,Materials,146.85,7492,1100200.2,0.9
2025-05-25,MS,Morgan Stanley,Others,Consumer Staples,319.25,5349,1707668.25,1.4
2025-05-25,BBY,"Best Buy Co., Inc.",Emerging Markets,Consumer Discretionary,270.52,5891,1593633.32,1.3
2025-05-25,DELL,Dell Technologies Inc.,Emerging Markets,Materials,272.88,5031,1372859.28,1.12
2025-05-25,LRCX,Lam Research Corporation,Others,Energy,44.44,4318,191891.92,0.16
2025-05-25,AMAT,"Applied Materials, Inc.",Europe,Consumer Staples,126.54,4489,568038.06,0.46
2025-05-25,ADI,"Analog Devices, Inc.",Europe,Consumer Discretionary,187.64,3031,568736.84,0.47
2025-05-25,MU,"Micron Technology, Inc.",North America,Energy,501.83,7225,3625721.75,2.96
2025-05-25,SNPS,"Synopsys, Inc.",North America,Consumer Staples,271.52,6387,1734198.24,1.42
2025-05-25,NOW,"ServiceNow, Inc.",North America,Consumer Discretionary,419.08,9439,3955696.12,3.23
2025-05-25,D,"Dominion Energy, Inc.",North America,Technology,260.96,2611,681366.56,0.56
2025-05-25,AEP,"American Electric Power Company, Inc.",North America,Technology,25.43,759,19301.37,0.02
2025-05-25,XEL,Xcel Energy Inc.,Others,Financials,166.02,6646,1103368.92,0.9
2025-05-25,PEG,Public Service Enterprise Group Incorporated,Asia,Industrials,353.11,8438,2979542.18,2.44
2025-05-25,DUKE,Duke Energy Corporation,Asia,Consumer Discretionary,173.38,1834,317978.92,0.26
2025-05-25,SO,The Southern Company,Asia,Real Estate,90.91,3076,279639.16,0.23
2025-05-26,AAPL,Apple Inc.,Asia,Technology,188.14,960,180614.4,0.15
2025-05-26,MSFT,Microsoft Corporation,Emerging Markets,Consumer Discretionary,98.29,5291,520052.39,0.43
2025-05-26,AMZN,"Amazon.com, Inc.",North America,Financials,299.38,5834,1746582.92,1.43
2025-05-26,GOOGL,Alphabet Inc.,Asia,Consumer Staples,224.16,4526,1014548.16,0.83
2025-05-26,META,"Meta Platforms, Inc.",North America,Materials,228.8,8422,1926953.6,1.58
2025-05-26,TSLA,"Tesla, Inc.",North America,Financials,15.15,869,13165.35,0.01
2025-05-26,NVDA,NVIDIA Corporation,North America,Consumer Staples,359.98,7049,2537499.02,2.08
2025-05-26,JPM,JPMorgan Chase & Co.,Asia,Consumer Staples,5.48,5151,28227.48,0.02
2025-05-26,BAC,Bank of America Corporation,North America,Consumer Staples,95.95,4655,446647.25,0.37
2025-05-26,WMT,Walmart Inc.,Europe,Utilities,307.74,6496,1999079.04,1.64
2025-05-26,PG,The Procter & Gamble Company,Asia,Technology,218.52,8766,1915546.32,1.57
2025-05-26,XOM,Exxon Mobil Corporation,Emerging Markets,Health Care,310.29,7949,2466495.21,2.02
2025-05-26,CVX,Chevron Corporation,Asia,Energy,27.97,2847,79630.59,0.07
2025-05-26,T,AT&T Inc.,North America,Consumer Discretionary,187.59,289,54213.51,0.04
2025-05-26,VZ,Verizon Communications Inc.,Others,Energy,50.65,3105,157268.25,0.13
2025-05-26,KO,The Coca-Cola Company,North America,Materials,104.32,7834,817242.88,0.67
2025-05-26,PFE,Pfizer Inc.,North America,Energy,490.47,1628,798485.16,0.65
2025-05-26,MRK,"Merck & Co., Inc.",Asia,Technology,27.72,3990,110602.8,0.09
2025-05-26,JNJ,Johnson & Johnson,Emerging Markets,Consumer Staples,340.81,5493,1872069.33,1.53
2025-05-26,UNH,UnitedHealth Group Incorporated,North America,Materials,477.37,8533,4073398.21,3.34
2025-05-26,HD,"The Home Depot, Inc.",North America,Industrials,192.78,7613,1467634.14,1.2
2025-05-26,DIS,The Walt Disney Company,Emerging Markets,Real Estate,53.79,9655,519342.45,0.43
2025-05-26,NFLX,"Netflix, Inc.",Others,Energy,124.57,7199,896779.43,0.73
2025-05-26,ORCL,Oracle Corporation,Asia,Financials,65.31,875,57146.25,0.05
2025-05-26,INTC,Intel Corporation,North America,Consumer Discretionary,21.87,3252,71121.24,0.06
2025-05-26,CSCO,"Cisco Systems, Inc.",Emerging Markets,Financials,132.47,4043,535576.21,0.44
2025-05-26,ADBE,Adobe Inc.,Others,Financials,381.16,1121,427280.36,0.35
2025-05-26,CRM,"Salesforce, Inc.",Europe,Utilities,262.09,3943,1033420.87,0.85
2025-05-26,PYPL,"PayPal Holdings, Inc.",Asia,Energy,96.02,6973,669547.46,0.55
2025-05-26,NKE,"NIKE, Inc.",North America,Energy,228.7,4397,1005593.9,0.82
2025-05-26,MCD,McDonald's Corporation,North America,Industrials,450.22,7729,3479750.38,2.85
2025-05-26,COST,Costco Wholesale Corporation,Emerging Markets,Financials,100.74,1116,112425.84,0.09
2025-05-26,SBUX,Starbucks Corporation,Asia,Health Care,483.53,7992,3864371.76,3.17
2025-05-26,BA,The Boeing Company,Asia,Consumer Discretionary,202.34,8629,1745991.86,1.43
2025-05-26,CAT,Caterpillar Inc.,North America,Materials,273.43,4987,1363595.41,1.12
2025-05-26,MMM,3M Company,North America,Consumer Staples,178.5,4959,885181.5,0.73
2025-05-26,GE,General Electric Company,North America,Energy,306.02,8784,2688079.68,2.2
2025-05-26,GM,General Motors Company,Emerging Markets,Technology,73.39,2162,158669.18,0.13
2025-05-26,F,Ford Motor Company,North America,Technology,89.56,8106,725973.36,0.59
2025-05-26,SAP,SAP SE,Emerging Markets,Materials,219.38,2127,466621.26,0.38
2025-05-26,ASML,ASML Holding N.V.,North America,Consumer Discretionary,149.28,5358,799842.24,0.66
2025-05-26,RY,Royal Bank of Canada,Others,Real Estate,101.11,491,49645.01,0.04
2025-05-26,HSBC,HSBC Holdings plc,Others,Energy,362.65,5992,2172998.8,1.78
2025-05-26,BP,BP p.l.c.,North America,Utilities,462.68,6284,2907481.12,2.38
2025-05-26,RDSA,Royal Dutch Shell plc,Europe,Utilities,449.84,8492,3820041.28,3.13
2025-05-26,GSK,GlaxoSmithKline plc,North America,Health Care,313.31,3204,1003845.24,0.82
2025-05-26,UL,Unilever PLC,North America,Consumer Staples,36.39,2554,92940.06,0.08
2025-05-26,NVS,Novartis AG,Asia,Real Estate,336.5,9096,3060804.0,2.51
2025-05-26,RHHBY,Roche Holding AG,Europe,Real Estate,367.0,8254,3029218.0,2.48
2025-05-26,NTT,Nippon Telegraph and Telephone Corporation,Europe,Consumer Discretionary,280.09,8210,2299538.9,1.88
