Date,Ticker,Company Name,Region,Sector,Price,Shares,Market Value,Allocation (%)
2025-05-26,TCEHY,Tencent Holdings Limited,Others,Health Care,355.0,3940,1398700.0,1.15
2025-05-26,BABA,Alibaba Group Holding Limited,Asia,Financials,362.43,602,218182.86,0.18
2025-05-26,SONY,Sony Group Corporation,Emerging Markets,Financials,384.19,9162,3519948.78,2.88
2025-05-26,TM,Toyota Motor Corporation,North America,Health Care,25.24,306,7723.44,0.01
2025-05-26,SFTBY,SoftBank Group Corp.,Emerging Markets,Materials,216.71,7821,1694888.91,1.39
2025-05-26,RELIANCE,Reliance Industries Limited,Asia,Materials,226.62,7958,1803441.96,1.48
2025-05-26,TCS,Tata Consultancy Services Limited,Europe,Utilities,20.73,2890,59909.7,0.05
2025-05-26,INFY,Infosys Limited,Asia,Consumer Staples,242.96,5216,1267279.36,1.04
2025-05-26,HDFCBANK,HDFC Bank Limited,Others,Technology,257.08,1857,477397.56,0.39
2025-05-26,ICICIBANK,ICICI Bank Limited,Asia,Financials,74.09,6474,479658.66,0.39
2025-05-26,KOTAKBANK,Kotak Mahindra Bank Limited,Asia,Consumer Staples,211.74,3342,707635.08,0.58
2025-05-26,HINDUNILVR,Hindustan Unilever Limited,Emerging Markets,Energy,105.12,6768,711452.16,0.58
2025-05-26,BHARTIARTL,Bharti Airtel Limited,North America,Materials,43.35,3257,141190.95,0.12
2025-05-26,LT,Larsen & Toubro Limited,North America,Technology,439.66,9889,4347797.74,3.56
2025-05-26,SBIN,State Bank of India,Others,Industrials,317.67,2793,887252.31,0.73
2025-05-26,MIZHY,"Mizuho Financial Group, Inc.",Others,Health Care,228.28,3727,850799.56,0.7
2025-05-26,MUFG,"Mitsubishi UFJ Financial Group, Inc.",Asia,Financials,209.6,5550,1163280.0,0.95
2025-05-26,CVS,CVS Health Corporation,Others,Industrials,164.01,5692,933544.92,0.77
2025-05-26,ANTM,"Anthem, Inc.",Emerging Markets,Consumer Staples,163.38,7492,1224042.96,1.0
2025-05-26,CMCSA,Comcast Corporation,Asia,Health Care,141.16,1406,198470.96,0.16
2025-05-26,CSX,CSX Corporation,Europe,Health Care,216.21,5964,1289476.44,1.06
2025-05-26,SPG,"Simon Property Group, Inc.",Asia,Consumer Staples,156.23,9001,1406226.23,1.15
2025-05-26,PLD,"Prologis, Inc.",Others,Real Estate,257.43,4513,1161781.59,0.95
2025-05-26,AMGN,Amgen Inc.,Europe,Technology,114.01,763,86989.63,0.07
2025-05-26,TXN,Texas Instruments Incorporated,North America,Energy,475.81,1595,758916.95,0.62
2025-05-26,QCOM,Qualcomm Incorporated,Others,Industrials,355.29,5332,1894406.28,1.55
2025-05-26,GILD,"Gilead Sciences, Inc.",North America,Consumer Discretionary,36.42,6685,243467.7,0.2
2025-05-26,BMY,Bristol-Myers Squibb Company,Others,Financials,480.05,3681,1767064.05,1.45
2025-05-26,BIIB,Biogen Inc.,North America,Utilities,346.59,7654,2652799.86,2.17
2025-05-26,LLY,Eli Lilly and Company,Emerging Markets,Consumer Staples,153.33,3796,582040.68,0.48
2025-05-26,ABT,Abbott Laboratories,Emerging Markets,Health Care,495.54,798,395440.92,0.32
2025-05-26,MDT,Medtronic plc,Asia,Consumer Staples,306.59,4837,1482975.83,1.22
2025-05-26,EL,The Estée Lauder Companies Inc.,North America,Consumer Staples,207.77,954,198212.58,0.16
2025-05-26,GS,"The Goldman Sachs Group, Inc.",Others,Materials,142.43,7492,1067085.56,0.87
2025-05-26,MS,Morgan Stanley,Others,Consumer Staples,322.53,5349,1725212.97,1.41
2025-05-26,BBY,"Best Buy Co., Inc.",Emerging Markets,Consumer Discretionary,269.3,5891,1586446.3,1.3
2025-05-26,DELL,Dell Technologies Inc.,Emerging Markets,Materials,276.72,5031,1392178.32,1.14
2025-05-26,LRCX,Lam Research Corporation,Others,Energy,44.77,4318,193316.86,0.16
2025-05-26,AMAT,"Applied Materials, Inc.",Europe,Consumer Staples,125.48,4489,563279.72,0.46
2025-05-26,ADI,"Analog Devices, Inc.",Europe,Consumer Discretionary,187.97,3031,569737.07,0.47
2025-05-26,MU,"Micron Technology, Inc.",North America,Energy,488.82,7225,3531724.5,2.89
2025-05-26,SNPS,"Synopsys, Inc.",North America,Consumer Staples,269.58,6387,1721807.46,1.41
2025-05-26,NOW,"ServiceNow, Inc.",North America,Consumer Discretionary,426.2,9439,4022901.8,3.3
2025-05-26,D,"Dominion Energy, Inc.",North America,Technology,255.06,2611,665961.66,0.55
2025-05-26,AEP,"American Electric Power Company, Inc.",North America,Technology,25.66,759,19475.94,0.02
2025-05-26,XEL,Xcel Energy Inc.,Others,Financials,168.19,6646,1117790.74,0.92
2025-05-26,PEG,Public Service Enterprise Group Incorporated,Asia,Industrials,363.18,8438,3064512.84,2.51
2025-05-26,DUKE,Duke Energy Corporation,Asia,Consumer Discretionary,176.47,1834,323645.98,0.27
2025-05-26,SO,The Southern Company,Asia,Real Estate,91.16,3076,280408.16,0.23
2025-05-27,AAPL,Apple Inc.,Asia,Technology,189.54,960,181958.4,0.15
2025-05-27,MSFT,Microsoft Corporation,Emerging Markets,Consumer Discretionary,96.88,5291,512592.08,0.42
2025-05-27,AMZN,"Amazon.com, Inc.",North America,Financials,299.63,5834,1748041.42,1.43
2025-05-27,GOOGL,Alphabet Inc.,Asia,Consumer Staples,227.34,4526,1028940.84,0.84
2025-05-27,META,"Meta Platforms, Inc.",North America,Materials,233.91,8422,1969990.02,1.61
2025-05-27,TSLA,"Tesla, Inc.",North America,Financials,15.18,869,13191.42,0.01
2025-05-27,NVDA,NVIDIA Corporation,North America,Consumer Staples,367.1,7049,2587687.9,2.12
2025-05-27,JPM,JPMorgan Chase & Co.,Asia,Consumer Staples,5.4,5151,27815.4,0.02
2025-05-27,BAC,Bank of America Corporation,North America,Consumer Staples,96.59,4655,449626.45,0.37
2025-05-27,WMT,Walmart Inc.,Europe,Utilities,306.25,6496,1989400.0,1.63
2025-05-27,PG,The Procter & Gamble Company,Asia,Technology,217.23,8766,1904238.18,1.56
2025-05-27,XOM,Exxon Mobil Corporation,Emerging Markets,Health Care,310.12,7949,2465143.88,2.02
2025-05-27,CVX,Chevron Corporation,Asia,Energy,28.22,2847,80342.34,0.07
2025-05-27,T,AT&T Inc.,North America,Consumer Discretionary,186.8,289,53985.2,0.04
2025-05-27,VZ,Verizon Communications Inc.,Others,Energy,49.68,3105,154256.4,0.13
2025-05-27,KO,The Coca-Cola Company,North America,Materials,105.45,7834,826095.3,0.68
2025-05-27,PFE,Pfizer Inc.,North America,Energy,486.21,1628,791549.88,0.65
2025-05-27,MRK,"Merck & Co., Inc.",Asia,Technology,27.66,3990,110363.4,0.09
2025-05-27,JNJ,Johnson & Johnson,Emerging Markets,Consumer Staples,344.97,5493,1894920.21,1.55
2025-05-27,UNH,UnitedHealth Group Incorporated,North America,Materials,478.78,8533,4085429.74,3.34
2025-05-27,HD,"The Home Depot, Inc.",North America,Industrials,196.47,7613,1495726.11,1.22
2025-05-27,DIS,The Walt Disney Company,Emerging Markets,Real Estate,53.2,9655,513646.0,0.42
2025-05-27,NFLX,"Netflix, Inc.",Others,Energy,124.93,7199,899371.07,0.74
2025-05-27,ORCL,Oracle Corporation,Asia,Financials,66.54,875,58222.5,0.05
2025-05-27,INTC,Intel Corporation,North America,Consumer Discretionary,22.57,3252,73397.64,0.06
2025-05-27,CSCO,"Cisco Systems, Inc.",Emerging Markets,Financials,130.9,4043,529228.7,0.43
2025-05-27,ADBE,Adobe Inc.,Others,Financials,377.31,1121,422964.51,0.35
2025-05-27,CRM,"Salesforce, Inc.",Europe,Utilities,261.17,3943,1029793.31,0.84
2025-05-27,PYPL,"PayPal Holdings, Inc.",Asia,Energy,98.07,6973,683842.11,0.56
2025-05-27,NKE,"NIKE, Inc.",North America,Energy,221.98,4397,976046.06,0.8
2025-05-27,MCD,McDonald's Corporation,North America,Industrials,450.24,7729,3479904.96,2.85
2025-05-27,COST,Costco Wholesale Corporation,Emerging Markets,Financials,101.75,1116,113553.0,0.09
2025-05-27,SBUX,Starbucks Corporation,Asia,Health Care,488.66,7992,3905370.72,3.2
2025-05-27,BA,The Boeing Company,Asia,Consumer Discretionary,200.36,8629,1728906.44,1.41
2025-05-27,CAT,Caterpillar Inc.,North America,Materials,273.14,4987,1362149.18,1.11
2025-05-27,MMM,3M Company,North America,Consumer Staples,178.72,4959,886272.48,0.73
2025-05-27,GE,General Electric Company,North America,Energy,303.73,8784,2667964.32,2.18
2025-05-27,GM,General Motors Company,Emerging Markets,Technology,74.41,2162,160874.42,0.13
2025-05-27,F,Ford Motor Company,North America,Technology,85.66,8106,694359.96,0.57
2025-05-27,SAP,SAP SE,Emerging Markets,Materials,217.06,2127,461686.62,0.38
2025-05-27,ASML,ASML Holding N.V.,North America,Consumer Discretionary,148.1,5358,793519.8,0.65
2025-05-27,RY,Royal Bank of Canada,Others,Real Estate,105.46,491,51780.86,0.04
2025-05-27,HSBC,HSBC Holdings plc,Others,Energy,373.04,5992,2235255.68,1.83
2025-05-27,BP,BP p.l.c.,North America,Utilities,461.74,6284,2901574.16,2.37
2025-05-27,RDSA,Royal Dutch Shell plc,Europe,Utilities,459.41,8492,3901309.72,3.19
2025-05-27,GSK,GlaxoSmithKline plc,North America,Health Care,313.3,3204,1003813.2,0.82
2025-05-27,UL,Unilever PLC,North America,Consumer Staples,36.79,2554,93961.66,0.08
2025-05-27,NVS,Novartis AG,Asia,Real Estate,340.36,9096,3095914.56,2.53
2025-05-27,RHHBY,Roche Holding AG,Europe,Real Estate,367.1,8254,3030043.4,2.48
2025-05-27,NTT,Nippon Telegraph and Telephone Corporation,Europe,Consumer Discretionary,284.15,8210,2332871.5,1.91
2025-05-27,TCEHY,Tencent Holdings Limited,Others,Health Care,355.84,3940,1402009.6,1.15
2025-05-27,BABA,Alibaba Group Holding Limited,Asia,Financials,363.84,602,219031.68,0.18
2025-05-27,SONY,Sony Group Corporation,Emerging Markets,Financials,387.26,9162,3548076.12,2.9
2025-05-27,TM,Toyota Motor Corporation,North America,Health Care,24.78,306,7582.68,0.01
2025-05-27,SFTBY,SoftBank Group Corp.,Emerging Markets,Materials,216.6,7821,1694028.6,1.39
2025-05-27,RELIANCE,Reliance Industries Limited,Asia,Materials,221.62,7958,1763651.96,1.44
2025-05-27,TCS,Tata Consultancy Services Limited,Europe,Utilities,20.43,2890,59042.7,0.05
2025-05-27,INFY,Infosys Limited,Asia,Consumer Staples,237.55,5216,1239060.8,1.01
2025-05-27,HDFCBANK,HDFC Bank Limited,Others,Technology,256.9,1857,477063.3,0.39
2025-05-27,ICICIBANK,ICICI Bank Limited,Asia,Financials,73.39,6474,475126.86,0.39
2025-05-27,KOTAKBANK,Kotak Mahindra Bank Limited,Asia,Consumer Staples,207.16,3342,692328.72,0.57
2025-05-27,HINDUNILVR,Hindustan Unilever Limited,Emerging Markets,Energy,106.65,6768,721807.2,0.59
2025-05-27,BHARTIARTL,Bharti Airtel Limited,North America,Materials,43.38,3257,141288.66,0.12
2025-05-27,LT,Larsen & Toubro Limited,North America,Technology,436.52,9889,4316746.28,3.53
2025-05-27,SBIN,State Bank of India,Others,Industrials,319.65,2793,892782.45,0.73
2025-05-27,MIZHY,"Mizuho Financial Group, Inc.",Others,Health Care,231.29,3727,862017.83,0.71
2025-05-27,MUFG,"Mitsubishi UFJ Financial Group, Inc.",Asia,Financials,214.76,5550,1191918.0,0.98
2025-05-27,CVS,CVS Health Corporation,Others,Industrials,167.84,5692,955345.28,0.78
2025-05-27,ANTM,"Anthem, Inc.",Emerging Markets,Consumer Staples,159.92,7492,1198120.64,0.98
2025-05-27,CMCSA,Comcast Corporation,Asia,Health Care,140.91,1406,198119.46,0.16
2025-05-27,CSX,CSX Corporation,Europe,Health Care,219.16,5964,1307070.24,1.07
2025-05-27,SPG,"Simon Property Group, Inc.",Asia,Consumer Staples,156.74,9001,1410816.74,1.15
2025-05-27,PLD,"Prologis, Inc.",Others,Real Estate,256.96,4513,1159660.48,0.95
2025-05-27,AMGN,Amgen Inc.,Europe,Technology,117.71,763,89812.73,0.07
2025-05-27,TXN,Texas Instruments Incorporated,North America,Energy,474.81,1595,757321.95,0.62
2025-05-27,QCOM,Qualcomm Incorporated,Others,Industrials,359.97,5332,1919360.04,1.57
2025-05-27,GILD,"Gilead Sciences, Inc.",North America,Consumer Discretionary,37.62,6685,251489.7,0.21
2025-05-27,BMY,Bristol-Myers Squibb Company,Others,Financials,483.64,3681,1780278.84,1.46
2025-05-27,BIIB,Biogen Inc.,North America,Utilities,347.64,7654,2660836.56,2.18
2025-05-27,LLY,Eli Lilly and Company,Emerging Markets,Consumer Staples,153.89,3796,584166.44,0.48
2025-05-27,ABT,Abbott Laboratories,Emerging Markets,Health Care,497.77,798,397220.46,0.32
2025-05-27,MDT,Medtronic plc,Asia,Consumer Staples,303.0,4837,1465611.0,1.2
2025-05-27,EL,The Estée Lauder Companies Inc.,North America,Consumer Staples,209.82,954,200168.28,0.16
2025-05-27,GS,"The Goldman Sachs Group, Inc.",Others,Materials,145.17,7492,1087613.64,0.89
2025-05-27,MS,Morgan Stanley,Others,Consumer Staples,318.05,5349,1701249.45,1.39
2025-05-27,BBY,"Best Buy Co., Inc.",Emerging Markets,Consumer Discretionary,273.6,5891,1611777.6,1.32
2025-05-27,DELL,Dell Technologies Inc.,Emerging Markets,Materials,274.34,5031,1380204.54,1.13
2025-05-27,LRCX,Lam Research Corporation,Others,Energy,45.49,4318,196425.82,0.16
2025-05-27,AMAT,"Applied Materials, Inc.",Europe,Consumer Staples,126.96,4489,569923.44,0.47
2025-05-27,ADI,"Analog Devices, Inc.",Europe,Consumer Discretionary,186.67,3031,565796.77,0.46
2025-05-27,MU,"Micron Technology, Inc.",North America,Energy,490.87,7225,3546535.75,2.9
2025-05-27,SNPS,"Synopsys, Inc.",North America,Consumer Staples,273.03,6387,1743842.61,1.43
2025-05-27,NOW,"ServiceNow, Inc.",North America,Consumer Discretionary,420.59,9439,3969949.01,3.25
2025-05-27,D,"Dominion Energy, Inc.",North America,Technology,251.44,2611,656509.84,0.54
2025-05-27,AEP,"American Electric Power Company, Inc.",North America,Technology,24.97,759,18952.23,0.02
2025-05-27,XEL,Xcel Energy Inc.,Others,Financials,166.33,6646,1105429.18,0.9
2025-05-27,PEG,Public Service Enterprise Group Incorporated,Asia,Industrials,352.13,8438,2971272.94,2.43
2025-05-27,DUKE,Duke Energy Corporation,Asia,Consumer Discretionary,176.75,1834,324159.5,0.27
2025-05-27,SO,The Southern Company,Asia,Real Estate,90.08,3076,277086.08,0.23
2025-05-28,AAPL,Apple Inc.,Asia,Technology,189.7,960,182112.0,0.15
2025-05-28,MSFT,Microsoft Corporation,Emerging Markets,Consumer Discretionary,95.48,5291,505184.68,0.41
2025-05-28,AMZN,"Amazon.com, Inc.",North America,Financials,302.4,5834,1764201.6,1.45
2025-05-28,GOOGL,Alphabet Inc.,Asia,Consumer Staples,225.48,4526,1020522.48,0.84
2025-05-28,META,"Meta Platforms, Inc.",North America,Materials,233.5,8422,1966537.0,1.61
2025-05-28,TSLA,"Tesla, Inc.",North America,Financials,15.25,869,13252.25,0.01
2025-05-28,NVDA,NVIDIA Corporation,North America,Consumer Staples,366.13,7049,2580850.37,2.11
2025-05-28,JPM,JPMorgan Chase & Co.,Asia,Consumer Staples,5.44,5151,28021.44,0.02
2025-05-28,BAC,Bank of America Corporation,North America,Consumer Staples,96.53,4655,449347.15,0.37
2025-05-28,WMT,Walmart Inc.,Europe,Utilities,317.33,6496,2061375.68,1.69
2025-05-28,PG,The Procter & Gamble Company,Asia,Technology,219.57,8766,1924750.62,1.58
2025-05-28,XOM,Exxon Mobil Corporation,Emerging Markets,Health Care,315.85,7949,2510691.65,2.06
2025-05-28,CVX,Chevron Corporation,Asia,Energy,28.22,2847,80342.34,0.07
2025-05-28,T,AT&T Inc.,North America,Consumer Discretionary,186.2,289,53811.8,0.04
2025-05-28,VZ,Verizon Communications Inc.,Others,Energy,49.66,3105,154194.3,0.13
2025-05-28,KO,The Coca-Cola Company,North America,Materials,105.41,7834,825781.94,0.68
2025-05-28,PFE,Pfizer Inc.,North America,Energy,499.77,1628,813625.56,0.67
2025-05-28,MRK,"Merck & Co., Inc.",Asia,Technology,28.16,3990,112358.4,0.09
2025-05-28,JNJ,Johnson & Johnson,Emerging Markets,Consumer Staples,345.62,5493,1898490.66,1.56
2025-05-28,UNH,UnitedHealth Group Incorporated,North America,Materials,468.64,8533,3998905.12,3.28
2025-05-28,HD,"The Home Depot, Inc.",North America,Industrials,192.75,7613,1467405.75,1.2
2025-05-28,DIS,The Walt Disney Company,Emerging Markets,Real Estate,54.01,9655,521466.55,0.43
2025-05-28,NFLX,"Netflix, Inc.",Others,Energy,124.15,7199,893755.85,0.73
2025-05-28,ORCL,Oracle Corporation,Asia,Financials,65.9,875,57662.5,0.05
2025-05-28,INTC,Intel Corporation,North America,Consumer Discretionary,21.86,3252,71088.72,0.06
2025-05-28,CSCO,"Cisco Systems, Inc.",Emerging Markets,Financials,135.31,4043,547058.33,0.45
2025-05-28,ADBE,Adobe Inc.,Others,Financials,373.06,1121,418200.26,0.34
2025-05-28,CRM,"Salesforce, Inc.",Europe,Utilities,258.79,3943,1020408.97,0.84
2025-05-28,PYPL,"PayPal Holdings, Inc.",Asia,Energy,97.89,6973,682586.97,0.56
2025-05-28,NKE,"NIKE, Inc.",North America,Energy,221.69,4397,974770.93,0.8
2025-05-28,MCD,McDonald's Corporation,North America,Industrials,449.64,7729,3475267.56,2.85
2025-05-28,COST,Costco Wholesale Corporation,Emerging Markets,Financials,101.9,1116,113720.4,0.09
2025-05-28,SBUX,Starbucks Corporation,Asia,Health Care,477.24,7992,3814102.08,3.12
2025-05-28,BA,The Boeing Company,Asia,Consumer Discretionary,197.01,8629,1699999.29,1.39
2025-05-28,CAT,Caterpillar Inc.,North America,Materials,269.84,4987,1345692.08,1.1
2025-05-28,MMM,3M Company,North America,Consumer Staples,184.39,4959,914390.01,0.75
2025-05-28,GE,General Electric Company,North America,Energy,310.99,8784,2731736.16,2.24
2025-05-28,GM,General Motors Company,Emerging Markets,Technology,74.25,2162,160528.5,0.13
2025-05-28,F,Ford Motor Company,North America,Technology,87.05,8106,705627.3,0.58
2025-05-28,SAP,SAP SE,Emerging Markets,Materials,211.74,2127,450370.98,0.37
2025-05-28,ASML,ASML Holding N.V.,North America,Consumer Discretionary,151.89,5358,813826.62,0.67
2025-05-28,RY,Royal Bank of Canada,Others,Real Estate,104.51,491,51314.41,0.04
2025-05-28,HSBC,HSBC Holdings plc,Others,Energy,364.78,5992,2185761.76,1.79
2025-05-28,BP,BP p.l.c.,North America,Utilities,463.6,6284,2913262.4,2.39
2025-05-28,RDSA,Royal Dutch Shell plc,Europe,Utilities,457.48,8492,3884920.16,3.18
2025-05-28,GSK,GlaxoSmithKline plc,North America,Health Care,308.46,3204,988305.84,0.81
2025-05-28,UL,Unilever PLC,North America,Consumer Staples,37.02,2554,94549.08,0.08
2025-05-28,NVS,Novartis AG,Asia,Real Estate,333.5,9096,3033516.0,2.48
2025-05-28,RHHBY,Roche Holding AG,Europe,Real Estate,363.38,8254,2999338.52,2.46
2025-05-28,NTT,Nippon Telegraph and Telephone Corporation,Europe,Consumer Discretionary,282.39,8210,2318421.9,1.9
2025-05-28,TCEHY,Tencent Holdings Limited,Others,Health Care,361.62,3940,1424782.8,1.17
2025-05-28,BABA,Alibaba Group Holding Limited,Asia,Financials,360.12,602,216792.24,0.18
2025-05-28,SONY,Sony Group Corporation,Emerging Markets,Financials,379.08,9162,3473130.96,2.85
2025-05-28,TM,Toyota Motor Corporation,North America,Health Care,24.79,306,7585.74,0.01
2025-05-28,SFTBY,SoftBank Group Corp.,Emerging Markets,Materials,217.55,7821,1701458.55,1.39
2025-05-28,RELIANCE,Reliance Industries Limited,Asia,Materials,227.34,7958,1809171.72,1.48
2025-05-28,TCS,Tata Consultancy Services Limited,Europe,Utilities,20.3,2890,58667.0,0.05
2025-05-28,INFY,Infosys Limited,Asia,Consumer Staples,237.19,5216,1237183.04,1.01
2025-05-28,HDFCBANK,HDFC Bank Limited,Others,Technology,252.86,1857,469561.02,0.38
2025-05-28,ICICIBANK,ICICI Bank Limited,Asia,Financials,72.76,6474,471048.24,0.39
2025-05-28,KOTAKBANK,Kotak Mahindra Bank Limited,Asia,Consumer Staples,210.65,3342,703992.3,0.58
2025-05-28,HINDUNILVR,Hindustan Unilever Limited,Emerging Markets,Energy,107.1,6768,724852.8,0.59
2025-05-28,BHARTIARTL,Bharti Airtel Limited,North America,Materials,43.19,3257,140669.83,0.12
2025-05-28,LT,Larsen & Toubro Limited,North America,Technology,438.77,9889,4338996.53,3.55
2025-05-28,SBIN,State Bank of India,Others,Industrials,324.24,2793,905602.32,0.74
2025-05-28,MIZHY,"Mizuho Financial Group, Inc.",Others,Health Care,231.38,3727,862353.26,0.71
2025-05-28,MUFG,"Mitsubishi UFJ Financial Group, Inc.",Asia,Financials,213.47,5550,1184758.5,0.97
2025-05-28,CVS,CVS Health Corporation,Others,Industrials,164.7,5692,937472.4,0.77
2025-05-28,ANTM,"Anthem, Inc.",Emerging Markets,Consumer Staples,162.48,7492,1217300.16,1.0
2025-05-28,CMCSA,Comcast Corporation,Asia,Health Care,137.98,1406,193999.88,0.16
2025-05-28,CSX,CSX Corporation,Europe,Health Care,217.78,5964,1298839.92,1.06
2025-05-28,SPG,"Simon Property Group, Inc.",Asia,Consumer Staples,156.17,9001,1405686.17,1.15
2025-05-28,PLD,"Prologis, Inc.",Others,Real Estate,255.51,4513,1153116.63,0.94
2025-05-28,AMGN,Amgen Inc.,Europe,Technology,113.93,763,86928.59,0.07
2025-05-28,TXN,Texas Instruments Incorporated,North America,Energy,479.36,1595,764579.2,0.63
2025-05-28,QCOM,Qualcomm Incorporated,Others,Industrials,359.95,5332,1919253.4,1.57
2025-05-28,GILD,"Gilead Sciences, Inc.",North America,Consumer Discretionary,37.04,6685,247612.4,0.2
2025-05-28,BMY,Bristol-Myers Squibb Company,Others,Financials,481.74,3681,1773284.94,1.45
2025-05-28,BIIB,Biogen Inc.,North America,Utilities,351.07,7654,2687089.78,2.2
2025-05-28,LLY,Eli Lilly and Company,Emerging Markets,Consumer Staples,154.16,3796,585191.36,0.48
2025-05-28,ABT,Abbott Laboratories,Emerging Markets,Health Care,490.53,798,391442.94,0.32
2025-05-28,MDT,Medtronic plc,Asia,Consumer Staples,308.04,4837,1489989.48,1.22
2025-05-28,EL,The Estée Lauder Companies Inc.,North America,Consumer Staples,204.11,954,194720.94,0.16
2025-05-28,GS,"The Goldman Sachs Group, Inc.",Others,Materials,141.88,7492,1062964.96,0.87
2025-05-28,MS,Morgan Stanley,Others,Consumer Staples,320.61,5349,1714942.89,1.4
2025-05-28,BBY,"Best Buy Co., Inc.",Emerging Markets,Consumer Discretionary,269.42,5891,1587153.22,1.3
2025-05-28,DELL,Dell Technologies Inc.,Emerging Markets,Materials,276.42,5031,1390669.02,1.14
2025-05-28,LRCX,Lam Research Corporation,Others,Energy,44.81,4318,193489.58,0.16
2025-05-28,AMAT,"Applied Materials, Inc.",Europe,Consumer Staples,124.13,4489,557219.57,0.46
2025-05-28,ADI,"Analog Devices, Inc.",Europe,Consumer Discretionary,186.86,3031,566372.66,0.46
2025-05-28,MU,"Micron Technology, Inc.",North America,Energy,491.66,7225,3552243.5,2.91
2025-05-28,SNPS,"Synopsys, Inc.",North America,Consumer Staples,272.02,6387,1737391.74,1.42
2025-05-28,NOW,"ServiceNow, Inc.",North America,Consumer Discretionary,416.31,9439,3929550.09,3.22
2025-05-28,D,"Dominion Energy, Inc.",North America,Technology,257.52,2611,672384.72,0.55
2025-05-28,AEP,"American Electric Power Company, Inc.",North America,Technology,25.31,759,19210.29,0.02
2025-05-28,XEL,Xcel Energy Inc.,Others,Financials,166.68,6646,1107755.28,0.91
2025-05-28,PEG,Public Service Enterprise Group Incorporated,Asia,Industrials,356.09,8438,3004687.42,2.46
2025-05-28,DUKE,Duke Energy Corporation,Asia,Consumer Discretionary,177.91,1834,326286.94,0.27
2025-05-28,SO,The Southern Company,Asia,Real Estate,92.0,3076,282992.0,0.23
